Equity,PE,PB,PEG,Free_CASH,SI_INT,DIV_PAY,QUICK_RATIO,ALT_SCORE,MKT_TO_BOOK,DEBT_TO_EBITBA,M3_LOW_VOL
JNPR,13.887,1.846,1.066,7.9312,1.3,19.368,1.5143,2.2744,1.8549,1.7903,FALSE
WIBC,12.656,1.4854,1.483,0,4.37,33.8118,,,1.4852,,TRUE
BLK,15.2117,1.6891,1.324,5.6943,2.31,41.928,,,1.7166,0.9914,FALSE
KNX,20.3795,2.8773,1.45,-0.7587,5.19,16.6112,1.7655,5.6331,2.8756,0.3875,FALSE
DTE,17.7053,1.7769,3.169,-0.7725,2.29,162.5,0.557,1.2212,1.777,4.5891,FALSE
O,51.7064,2.3051,11.096,-4.501,5.91,184.4153,,,2.2986,5.2703,FALSE
NDAQ,19.1498,1.8014,1.915,5.3624,3.43,27.8041,0.2779,3.0965,1.8005,2.752,FALSE
NSIT,10.7344,1.2408,0,19.2914,5.89,0,1.2441,4.0252,1.2403,0.5504,FALSE
CRM,0,7.6885,1.979,2.3777,0.98,,0.6082,5.703,7.6091,1.7758,FALSE
NWBI,17.2686,1.0597,0,8.7795,9.75,86.1422,,,1.0587,1.6286,TRUE
VECO,0,1.0038,0,0.2483,15.97,,2.6802,4.0519,1.0141,0.0922,FALSE
MET,7.216,0.6196,0.693,34.0194,1.16,53.0685,,,0.6273,,FALSE
MON,18.402,11.3438,1.729,5.1837,2.54,,0.5211,2.3629,11.3461,2.7423,FALSE
SLGN,17.1671,4.848,2.12,3.4013,3.64,36.483,0.4877,3.1515,4.848,3.2763,FALSE
COH,19.4543,3.6831,1.597,3.9115,2.95,55.0794,2.3305,4.6929,3.6831,1.1456,FALSE
BRKS,30.2764,0.9357,0,1.9901,3.03,,1.3646,1.4161,0.9357,0,FALSE
FLR,11.759,2.0018,2.007,9.8526,5.02,,1.1413,4.5434,2.0391,1.0511,FALSE
ACIW,24.7224,2.9522,1.712,8.1557,8.12,0,0.8231,3.8837,2.933,4.1645,TRUE
RCII,5.1176,1.2555,0.52,25.35,2.45,,0.3024,0.6977,1.2554,,FALSE
DNB,12.1758,0,1.609,10.3325,2.49,21.9394,0.927,1.3464,-2.8685,4.597,FALSE
NATI,33.9258,3.1395,0,3.7418,7.79,75.2934,2.2861,8.4685,3.1644,0.1758,TRUE
EW,33.5766,6.5693,1.767,2.7192,2.12,0,3.2341,9.139,6.5788,0.8552,FALSE
HPT,22.8557,1.3322,3.167,10.4692,5.46,,,,1.3322,4.9383,FALSE
XEL,18.9027,1.8969,3.496,-3.367,2.57,77.8184,0.3608,0.9238,1.8967,4.3059,TRUE
IART,25.7417,2.7501,1.467,0,7.24,0,1.2965,3.1807,2.7531,5.7842,FALSE
COL,16.2333,5.5789,1.589,4.7365,4.11,32.3308,0.3631,3.3324,5.576,2.0729,FALSE
IBOC,10.7798,0.8795,0,12.5218,8,0,,,0.8807,,TRUE
FTI,10.3765,2.0768,0,12.9089,1.7,0,1.0407,3.2472,2.0858,1.4698,FALSE
ZBH,21.9341,1.8839,1.098,2.1512,3.33,42.2725,1.8978,2.4765,1.872,9.796,FALSE
HLIT,0,0.7227,1.108,-3.0063,14.97,,2.6191,-5.205,0.8278,14.4658,TRUE
CBG,13.0164,2.8733,0.817,6.583,1.02,0,0.6031,3.3439,2.8727,3.8523,FALSE
CUB,12.5259,1.1199,0,0.3269,2.17,,1.5427,4.672,1.1199,2.4187,FALSE
WAB,14.1264,3.2734,0.939,6.8645,8.57,7.4917,1.0848,6.5336,3.4388,1.0348,FALSE
SSS,32.3038,3.1168,4.147,-3.8727,2.97,102.1828,,,3.3121,4.038,FALSE
GME,6.9023,1.3462,0.563,17.176,17.87,67.8784,0.1567,5.6793,1.3641,0.4358,FALSE
CACI,16.8499,1.4729,1.53,10.875,1.88,0,1.578,7.562,1.473,0.4345,FALSE
POOL,26.6324,12.9063,1.478,3.5773,5.52,446.539,0.2211,7.4987,12.873,1.4114,FALSE
KMX,14.51,2.9081,0.965,-9.9741,10.39,0,0.132,,2.8811,9.0037,FALSE
MD,18.4302,2.5374,1.148,5.5847,6.33,0,1.1782,10.9671,2.5456,2.3328,FALSE
STX,12.275,4.7847,1.58,12.2642,4.37,114.1636,1.0484,3.0646,4.7874,2.441,TRUE
CENX,0,0.3771,0,-12.2786,4.98,,0.7463,0.3498,0.3766,6.2174,FALSE
FIS,20.0397,2.0168,1.204,6.0322,1.13,72.8739,1.0105,2.9852,1.7536,6.4699,FALSE
AEIS,0,4.1795,0.391,8.9405,3.38,0,2.1654,6.3602,4.3147,,FALSE
POM,22.5154,1.5097,4.852,-4.386,5.45,56.6777,0.3804,0.7894,1.5057,4.7115,TRUE
CSGS,20.1556,3.5262,1.969,10.1852,8.75,22.8798,1.1657,3.2373,3.5414,1.8103,TRUE
WYNN,20.6313,0,3.054,-22.805,3.8,58.0136,2.0033,1.0153,-53.016,9.4033,FALSE
CRR,0,0.5531,0,2.2424,13.34,,1.8134,2.211,0.5532,,FALSE
AFFX,72.0643,3.3308,2.106,2.3221,8.19,0,2.8807,2.1107,3.3311,3.2196,FALSE
AIZ,37.2514,1.1134,1.357,2.66,1.49,50.5932,,,1.1132,,FALSE
TTEC,16.8341,2.7784,1.067,5.5828,2.91,0,1.6615,4.9208,2.7735,0.6456,FALSE
NRG,19.5265,1.2782,0,0.3567,2.84,,0.6114,-0.0152,1.2782,,FALSE
DCOM,13.6048,1.2764,0,7.9595,3.63,44.9573,,,1.2739,,TRUE
GNW,3.2459,0.0649,0.394,191.5744,1.87,,,,0.0648,,FALSE
THG,12.3367,1.2228,1.817,11.7526,1.6,26.0746,,,1.2299,,FALSE
RF,9.8818,0.6264,2.037,11.7974,1.11,28.6985,,,0.6303,,TRUE
PRXL,19.1314,5.9888,1.129,1.1087,5.85,0,0.882,4.6129,6.0327,1.7112,FALSE
MOS,8.8256,0.8824,6.279,9.3065,3.66,62.5403,0.9526,2.5747,0.8824,1.912,FALSE
SWM,11.9272,2.6599,0.898,9.7472,3.01,56.0676,2.1328,3.3565,2.6597,3.9688,FALSE
BBCN,12.307,1.2298,1.211,9.7064,5.67,38.2669,,,1.2296,,FALSE
HAFC,11.7762,1.3148,1.485,0,3.01,30.0508,,,1.3148,,TRUE
IM,11.4986,1.0242,4.436,31.6433,4.75,0,0.9284,5.5251,1.0333,2.1662,TRUE
MCF,0,0.4726,0,-48.1202,7.89,,0.2325,5.0091,0.4732,,FALSE
HUBG,18.0391,2.0074,1.318,6.8785,1.13,0,1.6385,5.8704,2.011,0.9684,FALSE
Y,13.1937,0.9414,0,0,1.88,0,,,0.9432,,FALSE
STRA,11.7373,3.3794,3.552,13.8536,5.5,0,2.1776,7.6044,3.3794,0,FALSE
REX,14.8362,1.0592,0.63,7.3115,9.99,0,6.3191,,1.0926,0,FALSE
HIBB,10.9373,2.302,0.821,4.213,12.16,0,7.6104,,2.301,0.023,FALSE
NCI,13.188,1.1347,0.941,6.5576,2.23,0,1.5902,4.7768,1.1351,0.0281,TRUE
TGI,4.3627,0.5709,0.285,-8.6826,3.12,,0.6466,2.8117,0.571,4.187,FALSE
AVT,8.3489,1.0919,0,5.2906,2.91,14.3579,1.1767,4.7221,1.0916,2.3063,FALSE
UNFI,12.544,1.1547,1.168,7.9951,4.51,0,0.7779,6.3983,1.1545,1.6443,FALSE
HLX,16.9498,0.2734,0,-60.4681,4.42,0,2.7522,6.5684,0.273,1.5384,FALSE
CHD,27.2473,5.6839,2.589,4.6918,5.22,40.1017,0.6946,7.7165,5.735,1.3545,TRUE
WTFC,12.8361,0.9179,0,-0.3811,7.04,16.6954,,,0.9176,,FALSE
DRE,21.8162,2.0574,19.266,-1.8604,2.43,779.708,,,2.0573,7.584,TRUE
EGN,33.7395,0.7279,0,-22.3129,2.32,,0.2239,0.8351,0.7284,,FALSE
FORR,38.0258,4.3313,2.087,5.1042,6.64,148.5149,0.9233,3.162,4.3288,0,FALSE
FRT,44.5087,6.1675,7.503,-0.7657,3.01,96.3108,,,6.1832,5.5635,FALSE
VSAT,95.4519,2.5077,1.934,-2.8807,20.13,0,1.3,2.5461,2.5077,3.1934,FALSE
MDU,20.1717,1.3471,2.329,0.4739,2.37,79.4333,0.712,1.6013,1.3471,,FALSE
LAD,10.1199,2.418,0.458,-0.4297,6.47,11.0877,0.2222,4.1835,2.4216,5.6901,FALSE
PLCE,18.2682,2.2914,1.436,11.2547,6.52,7.9089,0.7642,5.1715,2.3535,0.2407,FALSE
FOX,14.9698,3.2236,0.866,5.4269,1.77,43.5757,0.9234,3.0006,3.1957,3.043,TRUE
BJRI,23.5071,3.1752,1.118,3.9211,8.45,0,0.513,3.947,3.2437,0.8205,FALSE
RSTI,13.4694,1.0268,0,6.2029,3.49,0,2.8522,5.8743,1.0268,0.3207,FALSE
NSP,23.0152,5.9743,0.927,4.6913,8.49,87.2309,0.5887,4.9355,6.0215,0,FALSE
TOL,12.1656,1.0294,0.527,1.3971,1.37,0,0.4059,2.6764,1.0293,8.057,FALSE
KRC,19.905,1.4958,7.508,-8.6662,5.09,127.3783,,,1.4952,7.2087,FALSE
DEL,384.2094,2.6799,0,0.0598,13.3,,0.2125,2.33,2.6898,6.9675,FALSE
LNT,19.5469,2.0824,3.084,-2.0899,1.98,177.0312,0.2968,1.0884,2.0806,4.0329,FALSE
EPIQ,43.8259,1.4033,1.259,14.5255,8.74,37.8576,1.9814,3.3285,1.4025,4.5538,TRUE
SPTN,9.6404,0.9186,0,19.3559,3.54,32.6823,0.6345,6.067,0.9185,2.7774,FALSE
EV,12.8032,5.4935,1.559,11.339,7.33,29.5735,,,5.5278,2.2208,FALSE
GIFI,0,0,0,3.6221,2.93,52.7944,,,0,1.9801,FALSE
FOSL,6.5762,1.7586,0,17.1289,5.78,0,1.3483,4.769,1.7584,2.1334,FALSE
JBHT,20.556,6.5826,1.318,1.7012,3.75,20.6946,1.2398,4.2088,6.6204,0.9524,FALSE
UMPQ,13.0772,0.8425,1.136,9.3634,4.07,55.5417,,,0.8427,,TRUE
LRCX,12.3191,1.8729,1.25,10.139,8.17,21.3146,2.5035,3.7158,1.8768,1.9843,FALSE
CXW,14.8381,2.2889,2.755,5.2538,7.31,130.1476,0.9234,1.6825,2.2888,3.3608,FALSE
MHK,15.1513,2.3408,1.163,3.5909,1.74,0,0.4109,3.7822,2.3408,2.6661,FALSE
OSIS,18.7258,1.9039,0.934,4.5749,3.16,0,0.7774,4.5741,1.9068,0.5381,TRUE
PNR,14.4512,1.8108,1.392,7.4282,6.4,62.6609,0.8705,3.087,2.0324,4.7442,FALSE
OZRK,18.8808,2.453,0,5.288,7,25.2268,,,2.453,,TRUE
SEIC,17.5478,4.3926,1.336,5.7885,1.53,52.5479,4.1158,20.2879,4.4169,0,FALSE
FIX,19.4328,2.6662,0.724,8.3318,3.43,18.4233,1.174,6.0041,2.6678,0.1014,TRUE
FARO,29.7377,1.2237,1.278,3.3641,12.11,0,3.4946,,1.2834,0,TRUE
EPR,18.3079,2.0973,16.575,-9.0035,7.25,116.9918,,,2.1749,5.8369,FALSE
WWD,16.6201,2.3917,2.163,0.495,9.45,24.6199,0.8661,4.1124,2.3721,2.884,FALSE
EQY,39.3561,2.2379,0,2.2618,3.36,212.1129,,,2.4422,5.8675,FALSE
PETS,15.77,3.9642,1.698,7.7144,15.62,74.1534,8.3163,33.2204,3.9642,0,FALSE
POWI,27.9524,2.7829,0.657,6.6993,4.77,26.911,3.4943,17.2529,2.7613,0,FALSE
SKYW,7.3584,0.4947,0.67,-39.7613,2.61,5.0309,0.7345,1.3033,0.4922,3.9053,FALSE
DRQ,10.2786,1.4697,0,8.2511,2.46,0,6.9545,16.3183,1.4853,0,FALSE
URI,6.1601,2.7844,0.449,8.4885,2.88,0,0.8994,1.6228,2.7599,2.9498,FALSE
MKSI,15.3989,1.5132,0.997,7.1533,8.18,35.4474,8.3544,13.0642,1.5148,0,FALSE
INGR,17.7391,3.4021,4.458,5.5035,2.39,31.024,1.4987,4.0582,3.3987,2.1515,FALSE
SRDX,16.0579,2.5263,2.578,5.5819,19.22,0,8.5931,13.5016,2.5263,0,FALSE
MANH,33.0214,17.2078,1.802,3.2059,3.6,0,1.778,25.7469,17.2627,0,TRUE
BRKL,14.9859,1.1265,0,8.0241,4.84,47.3922,,,1.1187,,TRUE
MRCY,28.8058,1.5965,3.034,5.6896,4.64,0,2.8272,10.8755,1.6728,0,FALSE
AMD,0,0,0,-22.5171,13.22,,0.9394,-2.0459,-3.6543,,TRUE
AMSG,21.5805,1.5909,0.775,15.9722,5.49,0,1.0958,6.9768,1.5908,3.3923,FALSE
ADC,16.5963,1.6528,0,-28.6631,2.09,113.7907,,,1.6509,5.6465,FALSE
LHO,20.3354,1.1463,2.953,-9.7544,5.46,217.1683,,,1.146,3.8097,FALSE
HSII,24.0675,1.6735,1.289,9.5271,4.31,190.4762,1.1616,2.8058,1.6739,0,FALSE
JBLU,10.2287,2.017,0.512,10.5126,2.93,0,0.4448,2.0951,1.9708,1.1807,TRUE
HZO,18.4922,1.2754,0.835,-10.2025,5.46,0,0.1826,,1.3503,5.437,TRUE
WCN,30.8426,3.5433,3.758,4.7568,5.5,34.1545,0.7036,2.4635,3.5439,10.6349,FALSE
FNFG,15.402,0.8062,0,8.1001,1.16,64.7354,,,0.7989,,TRUE
KFY,14.7005,1.5441,0.968,3.2011,2.89,27.812,2.1885,5.0795,1.3829,0,FALSE
WDC,6.6644,0.9754,0.675,18.3165,2.66,46.2151,1.2784,4.7349,0.9784,1.1026,FALSE
RJET,0,,,,,,,4.1846,0,,FALSE
PVTB,13.8485,1.5066,1.296,9.9578,4.67,1.5414,,,1.5111,,FALSE
SKX,17.5914,3.1101,0.326,2.7732,2.67,0,1.4764,7.4737,3.1637,0.2097,FALSE
SCSS,14.7462,4.5238,0.766,2.0261,2.16,,0.2514,6.7555,4.6377,0,FALSE
AMWD,17.1493,3.4389,0,4.9919,2.24,0,2.523,6.2256,3.4347,0.2352,TRUE
BCOR,436.6433,0.6689,0,4.2746,5.54,0,0.4495,-2.8911,0.6695,13.6125,TRUE
CEB,18.6141,38.8989,0.97,7.2802,3.12,67.8747,0.6607,1.8385,39.118,2.608,FALSE
CNC,20.8093,3.097,0.784,7.5796,6.88,0,0.8859,5.1637,3.0677,1.4484,TRUE
CREE,0,1.2553,0.63,3.3045,9.56,0,3.3959,5.0251,1.2554,2.804,FALSE
CRI,18.8339,5.1691,1.175,4.6223,1.19,15.727,2.2411,6.8119,5.0983,1.267,FALSE
IRC,52.5597,2.8825,0,-2.4116,3.12,,,6.8004,2.8825,8.2995,TRUE
EPAY,0,3.0281,0.778,3.9076,12.22,,1.9582,2.39,3.2589,4.2527,FALSE
GMCR,28.1435,5.2987,1.693,4.2241,2.57,46.4128,1.3583,9.4328,5.3095,0.4901,FALSE
SNH,19.7972,0.9917,3.911,-25.0324,4.15,969.7409,,,0.9917,6.1315,TRUE
REG,49.2014,3.9773,0,0.3767,2.83,264.4611,,,3.876,5.3272,FALSE
EWBC,10.6076,1.3433,1.109,10.7565,0.92,31.3491,,,1.3432,,TRUE
MAC,89.7069,2.4532,14.187,1.4858,3.72,176.3068,,,2.5156,6.882,FALSE
SFG,21.0258,2.2279,0,6.8496,0.76,154.2857,,,2.2195,,FALSE
JCOM,23.0384,3.4209,0.807,6.9963,6.02,43.8469,2.2876,6.669,3.4618,2.0559,FALSE
NYCB,13.8256,1.2633,1.469,-6.0935,5.76,,,,1.2633,,TRUE
STMP,25.2014,5.9202,0.985,3.1564,4.61,,0.9731,1.8064,5.886,67.8505,TRUE
RNR,9.5646,1.1414,1.625,8.0697,4.42,14.1987,,,1.1453,,FALSE
UCBI,13.0957,1.1756,0,9.4437,3.34,23.803,,,1.1755,,FALSE
MLM,28.1332,2.0482,0.853,2.9947,3.43,31.4904,1.5777,3.4309,2.101,2.1507,FALSE
ECPG,4.4965,0.8441,0,16.7739,33.15,,,0.7445,0.8437,11.5407,FALSE
RYN,48.7168,1.8348,2.693,4.9569,3.57,298.9975,1.2109,2.4297,1.8495,4.3554,FALSE
CIR,20.04,1.4397,0.992,2.6953,7.88,8.6073,1.2673,3.7574,1.4503,1.6968,FALSE
NTRI,19.4417,7.721,0.909,3.4761,7.05,134.0493,0.5876,12.0572,7.7068,0,FALSE
LPT,16.0469,1.3779,4.774,-2.1522,1.38,87.1129,,,1.3797,6.4587,FALSE
VVC,18.6318,2.1897,3.459,0.7704,1.59,50.7362,0.8426,1.5686,2.1872,2.9283,TRUE
RECN,18.2053,1.5432,0,6.3069,4.83,42.7962,3.267,9.2938,1.5433,0,TRUE
ABCB,15.8993,1.6432,0,-1.2558,8.95,11.3796,,,1.6432,,TRUE
CAMP,32.54,3.2728,0.661,6.6718,8.41,0,6.0164,3.9917,3.2742,3.2319,TRUE
CLMS,15.5201,0,2.205,0,4.04,309.0958,,,0,,FALSE
DTSI,269.7176,1.8163,0.574,-0.0307,11.19,,1.321,1.568,1.8102,26.4336,FALSE
GHL,27.3209,2.3897,1.005,12.6485,4.32,179.2804,,,2.3897,0.6859,FALSE
ININ,0,3.2182,0,1.372,7.69,,1.6394,2.4588,3.2004,11.6278,FALSE
BABY,26.169,2.891,0.998,2.9784,4.29,0,2.3545,13.7188,2.8795,0,FALSE
NTCT,30.7671,0.7588,0.678,8.2963,2.83,,1.3927,2.8763,0.7588,2.2146,TRUE
PRFT,24.5891,1.7216,0,7.08,4.99,0,1.6453,7.2167,1.7681,1.0454,TRUE
SYNA,23.3471,3.4299,0.758,8.9257,6.41,0,1.781,5.3394,3.4315,0.8499,FALSE
TSRA,11.4314,2.6721,0.552,10.2507,4.33,44.6487,18.4584,40.0398,2.7115,0,FALSE
SSI,14.9813,0.5254,0,-20.0031,18.09,20.6061,0.0751,2.5618,0.5013,1.4376,TRUE
UTHR,13.8864,3.4134,0.992,6.0723,9.37,0,2.601,9.4426,3.4036,0.0074,FALSE
WCG,22.5642,1.9799,1.027,16.8158,2.78,0,1.3169,4.5236,1.9795,2.654,FALSE
ALXN,51.6494,3.7284,1.099,1.3094,2.25,0,2.6702,7.4204,3.7226,5.1295,FALSE
NILE,34.5667,19.5112,1.49,1.5266,3.68,0,0.6723,4.6979,19.4407,0.0245,FALSE
GBX,3.615,0.9639,0.646,12.0878,9.77,8.466,0.7927,3.9097,0.9639,0.927,FALSE
RE,7.525,1.0544,1.028,15.9426,4.31,13.8221,,,1.064,,FALSE
TDY,14.9623,2.0029,0,5.9236,4.62,0,1.1639,5.1919,2.0567,2.1022,FALSE
DKS,13.1512,2.366,0.91,6.479,3.74,33.484,0.1198,4.2644,2.4344,0.4567,FALSE
MANT,20.6778,0.8696,2.355,14.508,4.09,56.8714,0.1513,9.2851,0.8668,0,FALSE
BWLD,26.8542,4.0414,1.198,2.431,1.86,0,0.2062,7.8995,4.0686,0.2748,FALSE
XOXO,43.4327,2.3921,0,5.4155,5.11,,3.5381,8.7104,2.3942,0,FALSE
ENDP,39.6164,1.9436,0.79,-0.5561,2.97,0,0.3648,-0.2459,1.9814,,FALSE
CCMP,19.8533,2.1026,0,7.3765,4.26,0,5.2506,4.7097,2.0955,1.8638,FALSE
OMCL,34.2673,2.4299,1.013,2.6873,6.92,0,1.5259,5.7838,2.4186,0,FALSE
GB,16.1404,1.1092,0.776,-3.5857,2.6,,1.3553,5.2747,1.2135,29.6662,FALSE
PNFP,17.0675,1.5773,0,4.2788,8.35,18.3541,,2.0766,1.5752,,FALSE
TTMI,170.6951,0.771,0,22.9417,10.25,0,0.9599,1.4774,0.7709,5.6235,TRUE
GPN,23.2583,8.4302,1.533,8.0863,4.22,1.6465,0.5254,3.1288,8.4293,4.2293,FALSE
NTGR,23.2995,1.65,0,8.2805,2.24,0,1.8016,5.0752,1.5948,0,FALSE
BKMU,24.0159,1.2166,0,3.7789,8.18,61.5718,,,1.2178,,FALSE
UTI,0,0.7213,0,-31.173,19.41,,0.8347,1.3141,0.7213,62.3198,TRUE
CCI,51.7977,4.4891,4.513,3.2338,3.79,223.801,,1.4203,4.4891,6.1234,FALSE
SNX,15.9336,1.8715,0,16.2001,8.13,12.7298,1.0954,5.4952,1.8951,1.5956,FALSE
BID,11.1442,1.8666,0.531,9.2313,5.3,16.8481,1.5242,1.4059,1.8961,1.5484,FALSE
ALGN,33.1412,5.4999,1.269,3.9378,6.13,0,2.5245,12.0152,5.4992,0,FALSE
AAP,18.7873,4.2159,1.166,4.3896,2.78,3.6594,0.137,4.0087,4.2115,1.1301,FALSE
AYI,31.7846,5.4584,1.19,2.9857,3.74,8.3212,1.9035,9.6145,5.4939,0.7817,FALSE
CCRN,27.5994,2.5929,0.889,4.4118,7.3,,1.7354,,2.6434,3.139,TRUE
AHS,15.5152,3.1599,0.979,2.6736,6.75,0,1.348,5.4697,3.1589,1.4582,TRUE
ILMN,47.4767,11.0611,2.36,2.5511,3.71,0,2.9022,11.2659,11.0472,1.4752,FALSE
CPSI,28.7968,8.5348,1.504,4.8276,6.51,213.1415,3.9574,23.4308,8.5348,0,FALSE
LKQ,17.1665,2.3732,0.842,4.8797,3.15,0,0.901,6.7226,2.3726,1.9028,TRUE
ADS,18.7074,5.3644,0.749,13.89,1.61,0,0.2926,1.7089,5.3874,3.4914,FALSE
KND,6.8445,0.5011,1.086,0.994,8.58,23.5977,1.2601,2.5797,0.5012,10.8915,FALSE
WOOF,20.9732,3.0062,1.226,5.8851,1.34,0,0.7556,7.7521,3.0017,2.1204,FALSE
BGFV,17.2346,1.3945,1.37,2.9793,5.09,50.5287,0.1324,3.8412,1.3978,1.2237,FALSE
NUVA,45.2641,3.1605,2.42,0.6198,3.35,0,4.8722,4.4138,2.9491,1.8368,FALSE
EPC,16.5944,2.4399,1.916,0.4689,2.75,0,1.8275,2.5279,2.4417,,FALSE
CMP,15.3383,3.7979,1.945,-3.2749,6.8,38.0867,1.2073,3.5621,3.7979,2.4258,FALSE
GRMN,14.6519,1.9255,3.078,3.104,8.78,72.9336,1.8242,5.6046,1.9318,0,FALSE
ENS,10.8942,1.8771,0.823,11.8971,3.92,20.191,1.8454,4.1487,1.8364,2.2903,FALSE
MGLN,22.7805,1.2522,1.105,12.4863,2.57,0,1.1963,4.8828,1.297,1.4425,FALSE
CEVA,58.6571,1.9902,1.237,4.6512,4.16,0,5.3738,,1.9817,0,TRUE
SAFT,0,1.3139,1.011,2.2524,8.26,101.2358,,,1.3138,,FALSE
RRGB,17.9235,2.1667,1.825,-3.0295,5.96,0,0.284,3.9579,2.2143,1.46,FALSE
NPO,29.1147,1.9327,0.78,5.8045,7.85,0,1.1335,3.337,1.9596,6.9854,FALSE
XEC,0,2.7775,0,-5.005,2.59,,2.4502,-0.0932,2.7699,,FALSE
SPOK,20.8157,1.0801,0,8.8029,6.11,7.0572,2.841,7.0199,1.059,0,TRUE
PFS,13.723,1.0075,0,9.4048,2.77,49.917,,,1.0117,,FALSE
PRAA,6.2902,1.5158,0.398,15.0923,18.19,0,,,1.5826,5.1003,FALSE
IPCC,17.692,1.2609,1.724,2.835,3.13,43.3874,,,1.2727,,FALSE
AHL,9.4956,0.8984,0,21.7238,0.75,11.8081,,,0.8964,,FALSE
EQIX,71.2007,5.9954,2.72,-0.0582,3.17,951.1152,1.5297,1.8764,5.9827,5.9581,FALSE
MOH,18.72,1.8516,0.486,37.4035,6.45,0,1.2368,3.4845,1.8543,3.1408,FALSE
PJC,10.2979,0.676,0,69.182,2.01,0,,,0.676,7.7834,FALSE
WDR,7.1531,2.0584,0,11.6074,3.24,56.7546,,,2.0619,0.3967,FALSE
SBNY,17.5096,2.2499,1.433,8.5234,2.83,0,,,2.3472,,FALSE
MBFI,14.2958,1.0437,0,4.2862,6.9,29.9501,,,1.0439,,FALSE
KAMN,17.6298,2.0412,1.086,7.15,9.06,55.594,1.0755,4.517,2.0453,3.099,FALSE
CAB,13.8496,1.4961,0.987,-2.7812,8.14,0,2.193,1.6838,1.5292,9.6583,FALSE
ACC,76.2431,1.7557,29.205,-8.3364,0.82,158.4595,,,2.0361,8.1161,FALSE
TXRH,26.1579,3.7753,1.707,2.1566,7.2,51.8854,0.4082,7.3304,3.7782,0.1199,TRUE
EXR,50.1772,4.7103,4.305,-0.2074,2,840.1589,,1.9857,4.6852,8.2586,TRUE
CVBF,14.8192,1.712,0,6.6052,10.89,44.8418,,,1.7117,,TRUE
NP,15.3489,3.303,1.387,6.6146,3.73,35.6915,0.9566,3.8577,3.062,1.7184,FALSE
MPWR,68.8273,6.0538,1.344,2.4194,1.92,78.368,6.1408,26.4552,6.0279,0,FALSE
BDC,19.1741,2.3301,0.636,9.4184,3.41,4.2248,1.0999,3.1734,2.3298,6.0263,FALSE
DWA,123.3735,1.6566,0,1.5721,8.66,0,1.0446,3.1351,1.649,5.1259,FALSE
NWE,19.1458,1.8833,3.33,2.0888,5.44,50.0073,0.3029,0.8774,1.7516,4.9697,TRUE
ZEUS,0,0.423,0,90.8759,21.17,,1.2261,3.4434,0.4255,,FALSE
ASB,14.0247,0.904,1.735,9.2541,4.82,40.3314,,,0.8949,,TRUE
CRAY,52.2772,2.901,1.181,10.1031,4.55,0,2.4462,5.6903,2.8938,0,TRUE
BANR,14.2528,1.0162,1.308,2.25,3.8,88.374,,,0.974,,FALSE
ORI,13.6871,1.1845,0,15.1207,2.01,53.0474,,,1.1822,,TRUE
MNST,39.532,5.0166,0,0.5955,1.97,0,6.3646,,5.0486,0,FALSE
TDS,52.0613,0.6004,0,-0.3808,2.01,,1.8928,1.9548,0.5992,1.9769,FALSE
AEO,12.2385,2.2856,0.914,7.0742,8.29,35.985,0.7384,5.8898,2.4696,0,FALSE
HSC,10.5771,1.7873,0,-0.4203,3.71,29.3273,0.6612,6.4048,1.7873,0,FALSE
CLGX,25.3269,2.791,1.32,9.6303,2.21,0,0.5904,2.5901,2.7885,3.9024,TRUE
DST,16.5065,3.2615,1.396,3.1696,1.42,15.288,0.9747,3.7476,3.2904,1.3145,FALSE
PLKI,30.8877,22.1069,1.603,3.7558,6.21,0,0.3215,7.2717,22.1293,1.3405,TRUE
GWR,14.9055,1.2572,3.466,3.3364,3.64,0,0.7838,7.4611,1.2561,4.0246,FALSE
WTR,26.8869,3.2753,3.179,0.1076,5.69,110.4784,0.5299,1.3125,3.2731,3.9924,TRUE
FCN,18.9818,1.2633,1.159,7.4461,8.84,0,1.1672,,1.2853,2.383,FALSE
UDR,104.4839,3.3918,42.561,-0.3706,2.72,44.8815,,,3.394,6.602,TRUE
AIR,0,0.7976,0,-20.3447,6.48,24.7619,0.8679,2.7815,0.7976,6.2841,FALSE
LAMR,18.9141,4.7473,1.806,7.5933,6.09,87.2212,0.8141,2.6917,4.7426,3.3144,FALSE
SLG,32.641,1.1174,10.476,-31.3135,2.55,71.7082,,0.8623,1.1288,10.2753,FALSE
UFS,9.4045,0.7418,3.491,8.262,3.97,13.7719,0.9556,2.252,0.7418,1.9474,FALSE
WSM,15.3321,3.895,1.132,7.32,8.42,44.9093,0.1469,,3.9072,0.2985,FALSE
STLD,24.944,1.573,0.814,22.0136,2.02,22.2606,2.4405,2.9016,1.5663,11.6976,FALSE
ISIL,28.1828,1.6641,3.505,6.5903,3.43,74.7017,1.7263,4.7345,1.6614,0,FALSE
OSK,11.2949,1.2565,0,2.2402,6.44,96.3839,0.5436,4.0973,1.2567,2.018,FALSE
BRO,18.0639,2.0404,2.365,9.0659,3.75,28.8951,0.3441,4.3674,2.0695,2.0907,TRUE
PNK,20.2929,4.842,3.706,18.9061,5.13,,0.6058,0.9384,4.842,6.6721,FALSE
ADI,20.8593,3.0606,1.48,5.2263,1.95,129.9326,3.1382,8.9377,3.0664,0.8293,FALSE
ECOL,19.7228,2.6183,2.116,4.8277,6.95,75.6616,1.4311,3.8144,2.6179,3.2618,FALSE
